Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
4.545682958000043,-1,-7,-161,0.013902439024390244,0.021585365853658535,1.011219512195122
4.766265148999992,-10,-1,34,0.011646341463414634,0.021158536585365855,1.0114024390243903
4.983981435000032,7,5,105,0.012926829268292682,0.02219512195121951,1.0122560975609756
5.211420666999857,0,5,-40,0.008292682926829269,0.023353658536585366,1.012439024390244
5.435895494999841,2,-2,51,0.010304878048780488,0.019878048780487805,1.0130487804878048
5.651001019999967,8,6,-26,0.009573170731707317,0.022317073170731706,1.0121341463414635
5.88259780899989,7,1,21,0.010060975609756098,0.02219512195121951,1.0120121951219512
6.110322392999933,13,3,-38,0.012378048780487805,0.026036585365853657,1.011890243902439
6.31615922900005,-4,-2,21,0.009573170731707317,0.023841463414634147,1.0130487804878048
6.493711049000012,10,11,-41,0.010121951219512195,0.024451219512195123,1.0134756097560975
6.6796003340000425,-4,-4,-5,0.011158536585365853,0.021341463414634148,1.0148780487804878
6.860271520999959,-2,0,1,0.011890243902439025,0.0225,1.013109756097561
7.037458810999851,-16,5,-30,0.01707317073170732,0.01548780487804878,1.0153048780487806
7.213340342000038,11,1,1,0.010853658536585365,0.01920731707317073,1.0147560975609755
7.389228111999955,-87,-98,-2089,0.1849390243902439,0.11609756097560976,0.9932926829268293
7.565084957999943,-1,1,-4,0.012378048780487805,0.013414634146341463,1.0119512195121951
7.740875119000066,2,1,0,0.01121951219512195,0.01323170731707317,1.0123780487804879
7.916663390999929,246,17,-18,0.016707317073170733,-0.006097560975609756,1.0142073170731707
8.0924731099999,-234,-14,47,-0.11439024390243903,-0.07292682926829268,1.0194512195121952
8.27106956900002,11,2,-2,0.011829268292682927,0.014207317073170732,1.0139634146341463
8.448715374999892,-9,1,1,0.012134146341463415,0.014939024390243902,1.0136585365853659
8.626769415999888,0,1,0,0.01201219512195122,0.013109756097560975,1.0130487804878048
8.808369483999968,77,4,-67,0.009329268292682926,0.008597560975609757,1.0146341463414634
8.984737992999953,118,8,-26,0.01298780487804878,0.015182926829268292,1.0129268292682927
9.163610801999994,-55,-46,-1166,-0.03560975609756097,0.02573170731707317,1.019390243902439
9.340115014000048,32,44,1088,0.01707317073170732,-0.06396341463414634,1.0184146341463414
9.51601232600001,65,47,1015,-0.06146341463414634,-0.06530487804878049,1.015548780487805
9.691826953999907,-17,0,18,0.010853658536585365,0.024878048780487806,1.0140243902439023
9.867687044999911,-51,-3,-10,0.0125,0.006280487804878049,1.013780487804878
10.043653468999992,-38,-3,-23,0.01225609756097561,0.014085365853658537,1.0114024390243903
10.219984351999983,-2,1,0,0.01121951219512195,0.008414634146341464,1.0128048780487804
10.395883740000045,0,1,0,0.011402439024390244,0.008658536585365854,1.012560975609756
10.571673352000062,1,2,0,0.0125,0.009024390243902438,1.0134756097560975
10.747535685000003,1,2,1,0.012317073170731708,0.008353658536585366,1.0128658536585367
10.923469759,5,2,1,0.012439024390243903,0.009451219512195122,1.013170731707317
11.099329019999914,3,0,0,0.011646341463414634,0.009390243902439024,1.0126829268292683
11.27648254299993,1,2,0,0.013658536585365854,0.008048780487804878,1.011890243902439
11.525100587999987,1,2,0,0.011463414634146341,0.008597560975609757,1.0125
11.776239617999863,1,2,0,0.01121951219512195,0.00878048780487805,1.0107317073170732
12.027484057000038,-257,-450,-496,-0.046646341463414634,-0.021402439024390246,1.056890243902439
12.280126090000067,-137,-656,-539,0.1329878048780488,-0.020060975609756098,1.0001829268292683
12.53181607900001,387,-238,439,0.2029878048780488,0.005121951219512195,0.9592682926829268
12.783447679999881,16,-32,95,0.13067073170731708,0.05298780487804878,1.0032317073170731
13.035313205999955,97,4,-2,0.1546951219512195,0.027134146341463414,1.0166463414634146
13.282230299000048,95,299,991,-0.06347560975609756,-0.014085365853658537,1.0754268292682927
13.532108536999885,-68,21,-54,0.13920731707317074,0.04335365853658536,0.9951829268292683
13.775301141,309,-830,164,0.18341463414634146,-0.005121951219512195,0.9897560975609756
13.99972069699993,-557,657,-364,0.23621951219512194,-0.032621951219512196,0.9760975609756097
14.238652784999886,-22,505,-398,0.1628048780487805,-0.06390243902439025,1.0096951219512196
14.414739624000049,104,741,-245,0.04951219512195122,-0.019085365853658536,1.0404268292682928
14.590736260999847,-290,421,-38,0.03865853658536585,0.00475609756097561,1.0079878048780488
14.766778691999889,-36,10,-51,0.010670731707317074,0.007865853658536585,1.0132317073170731
14.942919827999958,1,3,0,0.012682926829268294,0.006158536585365854,1.0154878048780487
15.119313720000036,1,3,0,0.013048780487804877,0.005731707317073171,1.0148170731707318
15.29522563799992,1,1,0,0.013353658536585366,0.005670731707317073,1.0147560975609755
15.470923483999968,-1,3,1,0.013048780487804877,0.0054268292682926825,1.0139024390243903
15.646648087999893,0,1,0,0.013536585365853658,0.005731707317073171,1.0145121951219511
15.822361212000033,2,3,1,0.013170731707317073,0.00475609756097561,1.0133536585365854
15.998059614999875,1,1,0,0.012439024390243903,0.005853658536585366,1.0139634146341463
16.174540582999953,1,2,-1,0.01225609756097561,0.0052439024390243906,1.0145121951219511
16.350660813999866,3,2,1,0.012560975609756098,0.005121951219512195,1.0145121951219511
16.526496123000015,1,2,0,0.011707317073170732,0.006097560975609756,1.0146951219512195
16.702268081000057,2,3,-1,0.012378048780487805,0.005365853658536586,1.0142073170731707
16.877979336999942,-77,0,69,0.027865853658536586,-0.009573170731707317,1.0160365853658537
17.053843832999974,-5,4,38,0.01225609756097561,0.011585365853658536,1.0153048780487806
17.230179063999913,-188,-7,-53,0.017378048780487806,-0.0020121951219512196,1.0165853658536586
17.40605524500006,9,-174,-81,0.031341463414634146,0.004573170731707317,1.0151829268292683
17.581852964000063,256,46,-333,0.05810975609756098,-0.017195121951219514,1.040609756097561
17.757603349999954,-1392,-61,-967,0.0524390243902439,0.024451219512195123,1.0427439024390244
17.933397829999876,-375,81,-121,0.040121951219512196,-0.0475609756097561,1.0743292682926828
18.110159074999956,84,215,492,-0.027073170731707317,-0.0773170731707317,0.9771341463414634
18.286975617000053,57,-131,261,-0.012804878048780487,-0.08310975609756098,0.9704268292682927
18.462981445999958,-48,-243,-27,-0.009939024390243903,-0.09219512195121951,1.053780487804878
18.638942498999995,-155,-601,30,0.0723170731707317,-0.15128048780487804,1.1914024390243902
18.81492558800005,-279,-57,700,0.1475,-0.07914634146341464,1.171768292682927
18.990901845000053,1046,-398,1302,0.1976219512195122,-0.0776219512195122,1.0362804878048781
19.17012230199998,-267,-527,686,0.3175609756097561,0.06603658536585366,0.636219512195122
19.415756038999916,60,419,-366,0.11335365853658537,0.06451219512195122,0.9495731707317073
19.6667830209999,93,453,-971,0.14378048780487804,0.07865853658536585,0.9175609756097561
19.917770003999976,598,421,-2479,-0.021768292682926828,0.09189024390243902,1.008841463414634
20.163425798999924,-58,-248,-3610,-0.05445121951219512,0.09896341463414635,0.9485975609756098
20.402748343999974,297,145,-2558,-0.2027439024390244,-0.010365853658536586,0.9974390243902439
20.653989566000064,-13,-233,84,-0.06920731707317074,0.006768292682926829,1.0176829268292682
20.90521864099992,223,448,542,-0.0675,0.03378048780487805,0.8751829268292682
21.156807695999987,-351,-27,325,-0.042926829268292686,0.14682926829268292,0.9644512195121951
21.408459897000057,-143,157,-437,0.024573170731707318,0.022621951219512194,1.0557926829268294
21.659585180000022,1,5,249,-0.10195121951219512,0.034695121951219515,0.948780487804878
21.911382805999892,-78,-81,363,-0.11323170731707317,0.06853658536585366,1.1295121951219511
22.16244299899995,242,114,761,-0.00853658536585366,0.023963414634146342,1.0323170731707316
22.407731990000002,-968,124,435,0.021097560975609757,0.12646341463414634,0.9727439024390244
22.668200135000006,34,77,1208,-0.06402439024390244,0.08030487804878049,1.0132317073170731
22.9191597009999,-169,22,1456,-0.013719512195121951,0.08695121951219512,0.9603048780487805
23.17234170300003,432,577,1143,0.045365853658536584,-0.01823170731707317,0.931890243902439
23.41258089200005,0,4,732,-0.03957317073170732,0.028841463414634148,1.0072560975609757
23.66434372799995,78,8,158,-0.0825,0.05054878048780488,1.0751219512195123
23.915302093000037,-235,72,-370,0.06481707317073171,0.06987804878048781,0.9625609756097561
24.17007091000005,-101,25,216,0.053597560975609755,0.09225609756097561,0.9726219512195122
24.414868097999943,-264,213,430,-0.05530487804878049,0.05347560975609756,1.0657926829268292
24.66530473099988,20,-65,487,0.022926829268292682,-0.0049390243902439025,0.9902439024390244
24.91569116200003,-346,198,-128,0.0037804878048780487,0.03335365853658537,0.9645731707317073
25.16829091799991,-18,-127,-553,-0.0399390243902439,0.012439024390243903,1.0392073170731708
25.420322422000027,-74,40,-120,0.011036585365853658,0.02475609756097561,1.0903048780487805
25.67205226299984,-98,-171,244,-0.008597560975609757,0.04463414634146341,0.9765853658536585
25.923616367000022,-85,36,516,-0.07804878048780488,-0.018292682926829267,1.123780487804878
26.17569350200006,167,66,162,0.021402439024390246,-0.005182926829268293,1.0461585365853658
26.42230765399995,78,139,454,-0.0004268292682926829,0.003475609756097561,0.9245731707317073
26.67437271599988,35,158,-496,-0.08567073170731708,0.0064024390243902435,1.0495731707317073
26.926020764999976,115,-269,55,0.039878048780487806,0.0325,0.9732926829268292
27.178446269999995,98,-78,489,0.0031707317073170734,0.056890243902439026,0.9716463414634147
27.424721538999847,-440,-277,1,-0.06298780487804878,-0.03024390243902439,1.1143292682926829
27.67643382999995,282,483,313,0.012865853658536585,-0.06682926829268293,0.9407926829268293
27.927596055999857,476,-445,-239,-0.029573170731707316,-0.03359756097560976,0.9550609756097561
28.18050290799988,-47,132,-593,-0.06920731707317074,-0.007439024390243902,1.0429878048780488
28.426175688000058,153,288,-821,-0.0031707317073170734,0.06359756097560976,0.9110365853658536
28.677382692000037,20,-60,-600,0.02219512195121951,0.06079268292682927,0.9599390243902439
28.932572386999936,49,-3,-265,-0.06170731707317073,0.09097560975609756,0.9991463414634146
29.189133991000062,-136,-261,-626,-0.020182926829268293,-0.010304878048780488,1.0478048780487805
29.434841605999964,-19,350,-967,0.011158536585365853,0.026890243902439024,0.9632317073170732
29.686115093999888,-4,-140,-1017,-0.06835365853658537,0.05067073170731708,0.9768292682926829
29.93965844199988,-71,-489,-1371,0.017621951219512193,0.05225609756097561,1.1471951219512195
30.195854498000017,60,91,-953,0.015548780487804878,0.06146341463414634,0.9520731707317073
30.436302777000037,-188,78,-966,-0.07384146341463414,0.05798780487804878,0.9267073170731708
30.68798922499991,-75,-398,-370,0.011890243902439025,-0.00024390243902439024,1.147439024390244
30.939901856000006,123,312,-260,0.04518292682926829,0.017804878048780486,0.9182926829268293
31.191942117000053,42,-13,-498,-0.07621951219512195,0.04878048780487805,0.9635365853658536
31.440493829999923,-173,-449,-926,0.027317073170731707,0.029634146341463413,1.1669512195121952
31.691957264999928,99,160,-483,0.07140243902439024,0.10920731707317073,1.0101829268292684
31.94440955799996,-55,-95,-144,-0.042926829268292686,0.07676829268292683,0.9762195121951219
32.203978205999874,419,-63,-230,0.0064024390243902435,0.05939024390243902,1.1442073170731708
32.44437228699985,32,78,-161,0.029146341463414636,0.046341463414634146,0.9790853658536586
32.69566635599995,148,12,-141,-0.0175609756097561,0.08493902439024391,0.9992073170731708
32.94634811900005,99,-91,-770,-0.04097560975609756,0.08219512195121952,1.0290853658536585
33.19785678099993,-10,-29,-369,0.02170731707317073,0.10262195121951219,0.9605487804878049
33.442410550999966,-47,-85,-173,0.028841463414634148,0.13067073170731708,0.9942682926829268
33.69296679900003,169,-3,282,-0.011402439024390244,0.16109756097560976,1.0276219512195122
33.94380237799987,-53,-156,525,0.007682926829268293,0.17670731707317072,1.0414634146341464
34.19601249599987,267,-815,-320,0.036585365853658534,0.12439024390243902,1.0095731707317073
34.44066043399994,18,-62,-847,0.0075,0.13823170731707318,1.0057926829268293
34.69127723999986,-349,375,-331,0.03621951219512195,0.19896341463414635,1.0310365853658536
34.94183834299997,256,114,-376,-0.02298780487804878,0.11091463414634146,0.9925
35.19396833499991,26,85,-235,-0.10420731707317073,0.12664634146341464,0.9657317073170731
35.4392082679999,40,-159,741,-0.08121951219512195,0.1773780487804878,1.0228658536585367
35.690716416999976,136,51,-60,-0.06432926829268293,0.07323170731707317,1.0651829268292683
35.94209241999988,-100,-58,-8,-0.09432926829268293,0.16189024390243903,0.9632317073170732
36.19445881899992,-216,-125,-260,-0.10865853658536585,0.19323170731707318,1.052560975609756
36.43566250999993,112,51,-859,-0.02128048780487805,0.10121951219512196,0.9785365853658536
36.687252714999886,-118,-249,-686,0.016829268292682928,0.10621951219512195,0.9240243902439025
36.9385485549999,29,-22,15,0.015365853658536585,0.18914634146341464,1.093841463414634
37.191558892999865,169,384,-292,0.020670731707317074,0.09786585365853659,0.9208536585365854
37.436304559000064,200,3,8,-0.05115853658536585,0.08908536585365853,0.9499390243902439
37.69106428199984,258,-19,1014,-0.11676829268292684,0.18378048780487805,1.059329268292683
37.94634001700001,235,-357,449,0.02530487804878049,0.12079268292682926,0.8932926829268293
38.201025799000035,-264,4,509,-0.05530487804878049,0.13573170731707318,0.9722560975609756
38.445600487999855,-115,-16,822,0.013963414634146342,0.14670731707317072,1.1148170731707316
38.70519102200001,-151,-94,304,-0.0008536585365853659,-0.008231707317073171,0.933109756097561
38.956309275999956,-225,-155,-299,-0.04542682926829268,0.02695121951219512,0.943719512195122
39.211620292999896,-153,-432,-395,0.06439024390243903,0.02548780487804878,1.0999390243902438
39.459422757999846,287,383,-73,-0.004390243902439025,-0.0474390243902439,0.9852439024390244
39.712761781999916,-93,202,286,0.0037804878048780487,0.0722560975609756,0.9692073170731708
39.96774447100006,-527,-292,268,0.07932926829268293,-0.029146341463414636,1.069390243902439
40.22195309699987,344,214,-567,-0.0275,-0.09701219512195122,1.0336585365853659
40.46845710000002,247,7,-265,-0.058231707317073174,-0.02347560975609756,0.9741463414634146
40.71957491399985,-159,-552,-319,-0.01298780487804878,-0.02621951219512195,1.1856707317073172
40.97665572699998,42,204,-480,0.014756097560975609,-0.0651829268292683,0.9451219512195121
41.224692989999994,22,-33,-898,-0.009695121951219512,0.08548780487804879,1.0030487804878048
41.46942094399992,-148,-199,-1500,-0.006829268292682927,-0.005609756097560975,1.1176829268292683
41.720674444,21,211,-2018,-0.023109756097560975,-0.03902439024390244,0.9891463414634146
41.977474336999876,277,-360,-2446,0.0,-0.026829268292682926,0.9858536585365854
42.22718048899992,547,-443,-2544,-0.03182926829268293,0.0525,1.1364024390243903
42.465106569,457,-226,-1838,-0.006036585365853659,0.042195121951219515,1.0139024390243903
42.7158411339999,23,-256,-1162,-0.007134146341463415,0.07079268292682926,1.0420121951219512
42.966511699999955,135,445,-1199,-0.058170731707317076,0.011646341463414634,0.9246951219512195
43.218268697999974,468,129,-843,-0.056402439024390245,0.0723170731707317,0.9870121951219513
43.460054638999964,129,-107,-454,-0.11097560975609756,0.11335365853658537,0.9696951219512195
43.71101025799999,481,-6,-370,-0.03567073170731707,0.12189024390243902,0.9884146341463415
43.961948268000015,-74,-203,-909,0.020975609756097562,0.08176829268292683,0.9586585365853658
44.213432383000054,208,-11,-802,-0.10932926829268293,0.09829268292682927,1.1046951219512195
44.464507207,194,-215,-2017,0.0625,0.07542682926829268,0.9678658536585366
44.71549238500006,220,-452,-3028,0.017378048780487806,0.10274390243902438,1.0102439024390244
44.966558579999855,103,-457,-2461,-0.12335365853658536,0.03573170731707317,1.045548780487805
45.21431850499994,313,-370,-1206,-0.03182926829268293,0.1421341463414634,0.9460975609756097
45.453780369000015,24,-446,-908,-0.06432926829268293,0.05737804878048781,1.014329268292683
45.704432793000024,95,16,70,-0.056890243902439026,0.08756097560975609,1.061341463414634
45.95491584999991,-91,827,633,-0.11231707317073171,0.044085365853658534,0.8428658536585366
46.20793037599992,-23,120,32,-0.03725609756097561,0.03560975609756097,0.9051829268292683
46.453767680000055,213,-253,402,-0.11756097560975609,0.14518292682926828,0.9717073170731707
46.70493624799997,77,-171,1065,-0.10170731707317072,0.05554878048780488,1.0395121951219513
46.95610181699999,-233,100,911,-0.0723170731707317,0.09701219512195122,0.9750609756097561
47.209486341,-119,103,892,-0.07542682926829268,0.13365853658536586,1.0890243902439025
47.455436385999974,192,-9,1260,-0.05170731707317073,0.05121951219512195,0.9185975609756097
47.70676339900001,159,253,584,-0.12951219512195122,0.06304878048780488,0.9392682926829268
47.964358833000006,-62,-245,635,-0.1376219512195122,0.09908536585365854,1.0561585365853658
48.21751447299994,-88,-70,1074,-0.07536585365853658,-0.02725609756097561,0.926280487804878
48.46298589699995,-347,-87,1560,-0.10158536585365853,0.032926829268292684,1.0560365853658538
48.71367091999991,-140,-386,3432,0.025,-0.03908536585365854,1.015548780487805
48.964522147000025,-133,42,2175,-0.06902439024390244,-0.04695121951219512,1.0419512195121952
49.21614497499991,-186,215,1499,-0.09542682926829268,0.021585365853658535,1.08
49.463787206999996,-133,-113,976,0.02219512195121951,-0.03957317073170732,1.1623170731707317
49.71771072799993,22,230,753,-0.028841463414634148,-0.06012195121951219,1.0336585365853659
49.97564025499992,213,172,655,-0.03695121951219512,0.05317073170731707,0.933109756097561
50.22755034199986,-77,339,432,-0.05121951219512195,0.05701219512195122,1.1075609756097562
50.472888011999885,17,369,-477,-0.10804878048780488,0.013414634146341463,0.9695731707317073
50.72789600400006,195,99,-164,-0.13457317073170733,0.047926829268292684,0.906890243902439
50.981499588999895,-295,-390,-121,-0.0873780487804878,0.048902439024390246,1.1258536585365853
51.23408583599985,-137,153,-241,-0.0747560975609756,0.0011585365853658536,1.0245731707317074
51.47902980899994,-194,9,8,-0.04908536585365854,0.07432926829268292,0.988719512195122
51.73016259299993,-50,-141,514,-0.04768292682926829,0.03798780487804878,1.0338414634146342
51.98880167199991,119,-72,-517,-0.04871951219512195,-0.005731707317073171,1.0628658536585365
52.23780994799995,17,205,-1023,-0.01768292682926829,0.05219512195121951,0.9774390243902439
52.48720199700006,207,-337,-1563,-0.049146341463414636,0.06432926829268293,1.1625609756097561
52.743265258000065,227,124,-2885,0.07774390243902439,0.03695121951219512,0.9624390243902439
52.997138065999934,237,-141,-2647,-0.008292682926829269,0.10164634146341463,0.9857926829268293
53.245345299000064,165,-182,-1869,-0.04957317073170732,0.028963414634146343,1.0283536585365853
53.493567772000006,762,-284,-1209,-0.11378048780487805,-0.005731707317073171,1.0462804878048781
53.74602770999991,104,-379,-834,-0.16737804878048781,0.06615853658536586,0.8890243902439025
53.998368595999864,-198,-916,-48,0.022012195121951218,0.011829268292682927,1.1033536585365853
54.24874624799986,95,-71,-76,-0.07292682926829268,-0.011280487804878048,1.0304268292682928
54.496146455999906,-151,128,873,-0.034207317073170734,-0.0031707317073170734,0.9542073170731707
54.75365648000002,-294,-207,1402,0.03701219512195122,-0.006707317073170732,1.1099390243902438
55.005247228999906,22,130,322,-0.028109756097560976,-0.08481707317073171,1.0172560975609757
55.25681642399991,51,217,289,-0.09689024390243903,-0.033658536585365856,0.9983536585365854
55.503762066000036,321,-30,334,-0.006341463414634147,-0.01201219512195122,1.1016463414634146
55.75463801000001,50,592,17,0.00274390243902439,-0.07945121951219512,0.9543292682926829
56.0053163099999,-175,19,1316,-0.08335365853658537,-0.0399390243902439,0.9614634146341463
56.25324142399995,-188,-387,2633,-0.022134146341463413,-0.10646341463414634,1.0861585365853659
56.49981092500002,95,-39,2133,0.04189024390243903,0.011890243902439025,1.031158536585366
56.75149223099993,119,294,942,-0.024390243902439025,0.03768292682926829,1.0126219512195123
57.00346675699984,-29,-84,997,-0.06335365853658537,0.025609756097560974,1.0434146341463415
57.25223963999997,97,161,524,0.00012195121951219512,-0.03152439024390244,1.0123780487804879
57.50368785899991,266,168,389,-0.03146341463414634,0.05109756097560975,1.0152439024390243
57.75474508299999,328,-58,720,-0.05579268292682927,0.12073170731707317,1.0731097560975609
58.0059381399999,244,47,660,-0.0475,0.03615853658536585,0.9429268292682926
58.25357877900001,158,-234,302,-0.07207317073170731,0.0925,0.9612804878048781
58.505068647999906,192,115,-152,-0.11054878048780488,0.13378048780487806,0.9989024390243902
58.758406641999954,-85,-149,420,-0.09939024390243903,0.06207317073170732,1.0751829268292683
59.01360624199992,91,83,425,-0.046585365853658536,0.050426829268292686,0.9291463414634147
59.26110590400003,-214,-103,1067,-0.05841463414634147,0.10463414634146341,1.0333536585365855
59.505513919999885,-66,-225,3057,-0.010670731707317074,0.02347560975609756,0.9957926829268293
59.756635739999865,-38,132,1587,-0.0475609756097561,0.03585365853658536,1.0746951219512195
60.00763741499986,-139,356,1187,-0.015426829268292683,0.06371951219512195,0.9835975609756098
60.258770311000035,-214,188,831,-0.004207317073170732,0.06463414634146342,0.9692073170731708
60.505642668000064,32,106,480,-0.037865853658536584,-0.0015853658536585367,1.0657926829268292
60.756384031999914,132,5,1051,-0.06067073170731707,0.09292682926829268,0.9860365853658537
61.006954065999935,-36,-177,1281,-0.007073170731707317,0.09152439024390244,1.2133536585365854
61.258128555999974,182,-15,790,-0.07719512195121951,0.04054878048780488,1.0203048780487805
61.50354898899991,113,130,-152,-0.08219512195121952,0.06829268292682927,1.0296951219512196
61.75420944899997,-2,110,-28,-0.06969512195121952,0.19359756097560976,1.0340243902439024
62.0046532639999,-15,-213,289,-0.13359756097560976,0.027926829268292683,1.0265243902439025
62.258623368999906,65,514,-90,-0.10292682926829268,0.012439024390243903,0.9650609756097561
62.50034698099989,44,55,1214,-0.08054878048780488,0.13939024390243904,1.0161585365853658
62.751569175999975,86,40,1870,-0.11128048780487805,0.085,0.8485365853658536
63.002558319999935,-186,-67,1215,-0.13737804878048782,0.11792682926829268,0.9187804878048781
63.24374903299986,60,165,1342,-0.10176829268292682,0.1675609756097561,1.0210365853658536
63.48287251299985,205,126,2060,-0.06670731707317074,0.08054878048780488,1.0179268292682926
63.73323992499991,-224,373,1078,-0.04810975609756098,0.06719512195121952,0.9170731707317074
63.98363789299992,-89,338,1379,-0.017621951219512193,0.17597560975609755,1.019390243902439
64.23345264699992,-185,481,913,-0.06841463414634147,0.08036585365853659,1.0035365853658536
64.47014573299998,217,1009,127,-0.12310975609756097,0.052560975609756096,0.96
64.72170689099994,143,75,-77,-0.1521951219512195,0.15396341463414634,0.9497560975609756
64.97292973999993,-264,-275,293,-0.07713414634146341,0.19310975609756098,1.0721951219512196
65.22429823599987,170,-29,5,-0.06597560975609756,0.05969512195121951,0.9874390243902439
65.47347986999989,-90,9,172,-0.05060975609756098,0.1500609756097561,0.9601219512195122
65.72553198699984,-121,-241,559,-0.05390243902439024,0.11689024390243903,1.0923780487804877
65.97671461599998,71,57,-214,-0.08042682926829268,0.02676829268292683,1.0032926829268292
66.227938171,-219,-43,229,-0.11359756097560976,0.09847560975609757,0.9654268292682927
66.47911222699986,-73,-306,1022,-0.019939024390243903,0.1571951219512195,1.1416463414634146
66.73006950700005,142,236,5,-0.054329268292682927,0.05554878048780488,0.9659756097560975
66.98127417499995,-134,391,1114,-0.09079268292682927,0.06,0.9934146341463415
67.22939640100003,-995,52,2413,-0.08396341463414635,-0.011097560975609756,1.146158536585366
67.47360154600005,15,-41,2152,-0.15097560975609756,-0.07304878048780487,1.0414024390243903
67.72427262899987,235,-118,2303,-0.05115853658536585,0.1101219512195122,1.0076219512195121
67.9747762699999,-193,-270,2529,0.09109756097560975,0.029573170731707316,1.058109756097561
68.2250955259999,-32,404,-185,-0.05109756097560975,-0.02798780487804878,0.9231707317073171
68.47180890100003,171,295,1252,0.00036585365853658537,0.09780487804878049,0.9551219512195122
68.72235143199987,-239,-388,547,-0.022134146341463413,0.009207317073170731,1.156890243902439
68.97290887099985,158,216,535,-0.07969512195121951,0.0014024390243902438,0.9479268292682926
69.22446511299995,466,-63,734,-0.01298780487804878,0.20884146341463414,1.0318292682926828
69.46778751400007,26,209,255,-0.017804878048780486,0.07847560975609756,1.1097560975609757
69.72566973199991,62,-18,-275,-0.0399390243902439,0.026829268292682926,0.9728658536585366
69.9769225529999,100,9,493,-0.01298780487804878,0.13408536585365854,1.0653658536585366
70.22789656400005,55,-101,-128,-0.02945121951219512,-0.04079268292682927,0.9489634146341464
70.469538543,184,95,-1956,-0.037073170731707315,0.025182926829268294,1.0061585365853658
70.72059162699998,174,-179,-2558,-0.06609756097560976,-0.016463414634146342,0.9935365853658537
70.97154365699998,407,-295,-2628,-0.03219512195121951,0.02024390243902439,0.9819512195121951
71.22359665599993,-222,-304,-2207,-0.05426829268292683,-0.00878048780487805,0.9329878048780488
71.46468023800003,-126,-137,-390,-0.10262195121951219,0.01823170731707317,1.0
71.71588832099997,-26,-32,-8,-0.044024390243902436,0.03378048780487805,1.0030487804878048
71.96715325700006,-92,15,50,-0.029146341463414636,0.03304878048780488,1.0057926829268293
72.21913488799987,-23,7,21,-0.038353658536585365,0.0351219512195122,1.0215853658536584
72.4551347019999,5,-4,35,-0.03591463414634146,0.04365853658536585,1.0149390243902439
72.70628284400004,-44,-27,-63,-0.024878048780487806,0.03932926829268293,0.999390243902439
72.9575396329999,140,133,-116,-0.04317073170731707,0.042682926829268296,1.024451219512195
73.21206223499985,74,-65,39,-0.04707317073170732,0.05481707317073171,1.0076829268292682
73.45370834999994,51,715,-376,-0.1126219512195122,0.10640243902439024,1.044329268292683
73.70857550200003,303,1443,-685,-0.2623170731707317,0.12469512195121951,1.0425
73.9634079519999,500,2199,-938,-0.4605487804878049,0.09835365853658537,0.895
74.21641579699985,520,2028,-605,-0.6717682926829268,0.0873780487804878,0.6993292682926829
74.45588821899992,75,1490,-461,-0.8417682926829269,0.045121951219512194,0.5357926829268292
74.717499955,126,1255,-348,-0.891280487804878,0.043292682926829265,0.33207317073170733
